sustainer,gender,client_state_rank,all_state_rank,client_zip_rank,all_zip_rank,age,account_id,gift_date,gift_min_t12m,gift_max_t12m,gift_avg_t12m,gift_count_t12m,promo_count_t12m,cons_month_t12m,dm_t12m,tm_t12m,wm_t12m,digital_t12m,f2f_t12m,events_t12m,drtv_t12m,other_t12m,no_channel_t12m,member_t12m,gift_min_lt,gift_max_lt,gift_avg_lt,gift_count_lt,promo_count_lt,cons_month_lt
0,0,37,34,1889,32785,0.0,1037585C,2024-04-29,30.0,50.0,43.33,3,3,2,1,0,0,0,0,0,0,0,0,0,25.0,50.0,35.91,11,11,2
0,0,37,34,1889,32785,0.0,1037585C,2023-05-23,25.0,50.0,35.0,3,3,1,1,0,0,0,0,0,0,0,0,0,25.0,50.0,32.78,9,9,1
0,0,37,34,1889,32785,0.0,1037585C,2024-03-26,30.0,50.0,40.0,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,50.0,34.5,10,10,1
0,0,37,34,1889,32785,0.0,1037585C,2021-11-17,25.0,50.0,37.5,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,50.0,33.0,5,5,1
0,0,19,11,2267,37316,0.0,1038260C,2022-06-27,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,50.0,31.25,4,4,1
0,0,19,11,2267,37316,0.0,1038260C,2023-03-03,50.0,50.0,50.0,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,50.0,35.0,5,5,1
0,0,19,11,2267,37316,0.0,1038260C,2024-04-15,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,50.0,37.5,6,6,1
0,0,23,16,2549,32224,0.0,1039452C,2019-09-09,35.0,50.0,42.5,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,50.0,42.5,2,2,1
0,0,23,16,2549,32224,0.0,1039452C,2020-02-13,50.0,50.0,50.0,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,50.0,45.0,3,3,1
1,0,41,32,2076,29543,0.0,1040735C,2021-12-21,15.0,50.0,27.5,6,4,4,1,0,0,1,0,0,0,0,0,0,15.0,50.0,27.08,12,10,4
1,0,41,32,2076,29543,0.0,1040735C,2021-12-17,25.0,50.0,30.0,5,3,4,1,0,0,1,0,0,0,0,0,0,25.0,50.0,28.18,11,9,4
1,0,41,32,2076,29543,0.0,1040735C,2021-04-23,25.0,50.0,37.5,2,2,1,1,0,0,1,0,0,0,0,0,0,25.0,50.0,30.0,7,7,1
1,0,41,32,2076,29543,0.0,1040735C,2021-11-17,25.0,50.0,30.0,5,4,3,1,0,0,1,0,0,0,0,0,0,25.0,50.0,28.5,10,9,3
1,0,41,32,2076,29543,0.0,1040735C,2021-10-17,25.0,50.0,31.25,4,4,2,1,0,0,1,0,0,0,0,0,0,25.0,50.0,28.89,9,9,2
1,0,41,32,2076,29543,0.0,1040735C,2021-09-01,25.0,50.0,33.33,3,3,1,1,0,0,1,0,0,0,0,0,0,25.0,50.0,29.38,8,8,1
1,0,41,32,2076,29543,0.0,1040735C,2022-01-17,15.0,50.0,27.14,7,4,5,1,0,0,1,0,0,0,0,0,0,15.0,50.0,26.92,13,10,5
1,0,41,32,3401,30553,0.0,1040755C,2022-12-12,25.0,50.0,37.5,2,2,1,1,0,0,1,0,0,0,0,0,0,20.0,50.0,30.71,7,7,1
1,1,51,50,2791,36564,0.0,1045758C,2019-07-17,35.0,50.0,42.5,2,2,2,1,0,0,0,0,0,0,0,0,0,35.0,50.0,42.5,2,2,2
1,0,44,51,836,31695,0.0,1047126C,2019-10-04,25.0,50.0,33.33,3,3,1,1,0,0,0,0,0,0,0,0,0,25.0,50.0,33.33,3,3,1
1,0,44,51,836,31695,0.0,1047126C,2020-02-05,20.0,50.0,29.0,5,5,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,29.0,5,5,1
1,0,44,51,836,31695,0.0,1047126C,2020-03-03,20.0,50.0,34.0,5,5,2,1,0,0,0,0,0,0,0,0,0,20.0,50.0,32.5,6,6,2
1,0,44,51,836,31695,0.0,1047126C,2023-01-24,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,35.0,7,7,2
1,0,44,51,836,31695,0.0,1047126C,2019-12-06,25.0,50.0,31.25,4,4,1,1,0,0,0,0,0,0,0,0,0,25.0,50.0,31.25,4,4,1
1,1,51,50,4309,36720,0.0,1048899C,2020-05-13,25.0,50.0,45.0,5,5,2,1,0,0,0,0,0,0,0,0,0,25.0,50.0,45.0,5,5,2
0,0,43,43,976,27393,0.0,1051527C,2022-04-07,50.0,50.0,50.0,2,1,1,1,0,0,0,0,0,0,0,0,0,25.0,50.0,41.67,3,2,1
0,0,43,43,976,27393,0.0,1051527C,2022-04-07,50.0,50.0,50.0,2,1,1,1,0,0,0,0,0,0,0,0,0,25.0,50.0,41.67,3,2,1
1,0,38,33,4085,36295,0.0,1053172C,2022-04-05,20.0,20.0,20.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,50.0,16.25,8,8,6
0,0,29,28,3671,36125,0.0,1055138C,2022-05-11,50.0,50.0,50.0,2,1,1,1,0,0,0,0,0,0,0,0,0,35.0,50.0,45.0,3,2,1
0,0,29,28,3671,36125,0.0,1055138C,2022-05-11,50.0,50.0,50.0,2,1,1,1,0,0,0,0,0,0,0,0,0,35.0,50.0,45.0,3,2,1
1,0,33,41,1476,29021,0.0,1059645C,2021-12-16,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,15.0,50.0,21.43,7,7,3
1,0,51,50,4757,37372,0.0,1060912C,2020-04-03,15.0,20.0,17.5,2,2,1,1,0,0,0,0,0,0,0,0,0,10.0,50.0,24.38,16,16,2
1,0,51,50,4757,37372,0.0,1060912C,2019-12-04,20.0,20.0,20.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,50.0,25.0,15,15,2
1,0,51,50,4757,37372,0.0,1060912C,2020-10-27,5.0,20.0,13.33,3,3,1,1,0,0,0,0,0,0,0,0,0,5.0,50.0,23.24,17,17,2
1,0,46,44,2702,35713,0.0,1062033C,2019-02-26,35.0,50.0,42.5,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,50.0,44.0,5,5,1
1,0,46,44,2702,35713,0.0,1062033C,2019-12-29,4.0,35.0,19.5,2,2,1,1,0,0,1,0,0,0,0,0,0,4.0,50.0,37.33,6,6,1
0,0,47,47,3339,37226,0.0,1062694C,2021-04-12,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,50.0,30.0,5,5,1
0,0,47,47,3339,37226,0.0,1062694C,2020-01-06,10.0,50.0,25.0,4,4,1,1,0,0,0,0,0,0,0,0,0,10.0,50.0,25.0,4,4,1
0,0,47,47,3339,37226,0.0,1062694C,2021-12-15,10.0,50.0,26.67,3,3,1,1,0,0,0,0,0,0,0,0,0,10.0,50.0,25.71,7,7,1
0,0,47,47,3339,37226,0.0,1062694C,2021-10-01,20.0,50.0,35.0,2,2,1,1,0,0,0,0,0,0,0,0,0,10.0,50.0,28.33,6,6,1
0,0,47,47,3339,37226,0.0,1062694C,2024-01-23,20.0,25.0,22.5,2,2,1,1,0,0,0,0,0,0,0,0,0,10.0,50.0,25.0,9,9,1
0,0,47,47,3339,37226,0.0,1062694C,2023-06-06,20.0,20.0,20.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,50.0,25.0,8,8,1
0,1,50,49,3047,34648,0.0,1063277C,2020-01-31,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,35.0,2,2,1
1,0,26,24,1780,32135,0.0,1063291C,2019-08-02,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,15.0,50.0,17.75,20,20,9
1,0,51,50,220,29335,0.0,1063910C,2019-04-01,9.0,9.0,9.0,7,7,4,1,0,0,1,0,0,0,0,0,0,9.0,50.0,14.13,8,8,4
1,0,51,50,220,29335,0.0,1063910C,2019-01-02,9.0,9.0,9.0,4,4,2,1,0,0,1,0,0,0,0,0,0,9.0,50.0,17.2,5,5,2
1,0,51,50,220,29335,0.0,1063910C,2019-03-04,9.0,9.0,9.0,6,6,3,1,0,0,1,0,0,0,0,0,0,9.0,50.0,14.86,7,7,3
1,0,51,50,220,29335,0.0,1063910C,2019-02-04,9.0,9.0,9.0,5,5,2,1,0,0,1,0,0,0,0,0,0,9.0,50.0,15.83,6,6,2
1,0,38,33,3345,36755,0.0,1063936C,2019-10-02,25.0,50.0,37.5,2,2,2,1,0,0,0,0,0,0,0,0,0,25.0,50.0,36.67,3,3,2
1,0,38,33,3345,36755,0.0,1063936C,2019-09-04,35.0,50.0,42.5,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,50.0,42.5,2,2,1
1,0,48,46,2668,35364,0.0,1064048C,2022-02-24,50.0,50.0,50.0,1,1,1,1,0,0,1,0,0,0,0,0,0,10.0,50.0,21.43,7,7,2
0,0,34,36,2850,34562,0.0,1064061C,2021-06-16,30.0,30.0,30.0,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,30.83,6,6,1
0,0,34,36,2850,34562,0.0,1064061C,2023-09-29,20.0,25.0,22.5,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,31.11,9,9,1
0,0,34,36,2850,34562,0.0,1064061C,2019-08-05,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,31.67,3,3,1
0,0,34,36,2850,34562,0.0,1064061C,2020-01-29,25.0,30.0,27.5,2,2,1,1,0,0,1,0,0,0,0,0,0,20.0,50.0,31.25,4,4,1
0,0,34,36,2850,34562,0.0,1064061C,2021-03-25,30.0,30.0,30.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,31.0,5,5,1
0,0,34,36,2850,34562,0.0,1064061C,2021-12-01,30.0,50.0,36.67,3,3,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,33.57,7,7,1
0,0,34,36,2850,34562,0.0,1064061C,2023-05-12,20.0,20.0,20.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,31.88,8,8,1
1,0,49,45,3582,32402,0.0,1065867C,2024-04-10,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,26.67,9,9,6
0,0,49,45,2772,36430,0.0,1069396C,2024-04-09,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,29.0,5,5,1
1,1,48,46,890,32350,0.0,1069815C,2019-02-19,20.0,50.0,26.25,8,7,3,1,0,0,1,0,0,0,0,0,0,20.0,50.0,26.25,8,7,3
1,1,48,46,890,32350,0.0,1069815C,2019-03-18,20.0,50.0,25.56,9,8,4,1,0,0,1,0,0,0,0,0,0,20.0,50.0,25.56,9,8,4
1,0,49,45,2947,33854,0.0,1074129C,2022-02-16,8.0,50.0,14.75,8,6,5,1,0,0,1,0,0,0,0,0,0,8.0,50.0,12.96,23,20,9
1,0,49,45,2947,33854,0.0,1074129C,2022-05-02,8.0,50.0,23.0,6,5,5,1,0,0,1,0,0,0,0,0,0,8.0,50.0,14.5,24,21,9
1,0,49,45,2947,33854,0.0,1074129C,2022-06-06,8.0,50.0,25.5,6,5,5,1,0,0,1,0,0,0,0,0,0,8.0,50.0,14.92,25,22,9
1,0,48,46,3989,36056,0.0,1082760C,2020-05-20,20.0,50.0,35.0,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,35.0,2,2,1
0,0,49,45,2201,31244,0.0,1088319C,2021-11-23,50.0,50.0,50.0,3,3,1,1,0,0,1,0,0,0,0,0,0,25.0,50.0,45.0,5,5,1
0,0,49,45,2201,31244,0.0,1088319C,2021-11-30,50.0,50.0,50.0,4,4,1,1,0,0,1,0,0,0,0,0,0,25.0,50.0,45.83,6,6,1
1,0,51,50,4122,37054,0.0,1090042C,2020-12-09,15.0,50.0,20.83,6,3,3,1,0,0,1,0,0,0,0,0,0,15.0,50.0,20.83,6,3,3
1,0,51,50,4122,37054,0.0,1090042C,2020-11-09,15.0,50.0,22.0,5,3,2,1,0,0,1,0,0,0,0,0,0,15.0,50.0,22.0,5,3,2
1,0,51,50,4122,37054,0.0,1090042C,2020-11-09,15.0,50.0,22.0,5,3,2,1,0,0,1,0,0,0,0,0,0,15.0,50.0,22.0,5,3,2
1,0,51,50,4122,37054,0.0,1090042C,2020-10-09,15.0,50.0,26.67,3,2,1,1,0,0,1,0,0,0,0,0,0,15.0,50.0,26.67,3,2,1
1,0,51,50,4122,37054,0.0,1090042C,2020-10-09,15.0,50.0,26.67,3,2,1,1,0,0,1,0,0,0,0,0,0,15.0,50.0,26.67,3,2,1
0,0,49,45,2203,32900,0.0,1104337C,2023-06-12,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,50.0,36.67,3,3,1
1,0,23,16,2633,34551,0.0,1106252C,2022-01-03,15.0,50.0,24.0,5,3,3,1,0,0,1,0,0,0,0,0,0,15.0,50.0,28.75,8,6,3
1,0,23,16,2633,34551,0.0,1106252C,2021-06-03,25.0,50.0,40.0,4,4,1,1,0,0,1,0,0,0,0,0,0,25.0,50.0,40.0,4,4,1
1,0,23,16,2633,34551,0.0,1106252C,2020-12-04,25.0,50.0,36.67,3,3,1,1,0,0,0,0,0,0,0,0,0,25.0,50.0,36.67,3,3,1
1,0,23,16,2633,34551,0.0,1106252C,2021-11-03,15.0,50.0,38.33,3,3,1,1,0,0,1,0,0,0,0,0,0,15.0,50.0,35.0,5,5,1
1,0,23,16,2633,34551,0.0,1106252C,2021-12-07,15.0,50.0,26.25,4,3,2,1,0,0,1,0,0,0,0,0,0,15.0,50.0,30.71,7,6,2
0,0,46,44,911,28795,0.0,1107920C,2022-03-04,50.0,50.0,50.0,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,50.0,45.0,3,3,1
0,0,46,44,911,28795,0.0,1107920C,2021-11-23,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,50.0,42.5,2,2,1
1,1,49,45,1470,32470,0.0,1113499C,2021-04-21,25.0,50.0,33.33,3,3,1,1,0,0,1,0,0,0,0,0,0,25.0,50.0,33.33,3,3,1
1,1,49,45,1470,32470,0.0,1113499C,2021-02-12,25.0,50.0,37.5,2,2,1,1,0,0,1,0,0,0,0,0,0,25.0,50.0,37.5,2,2,1
0,0,29,28,904,32501,0.0,1113791C,2021-02-12,20.0,50.0,35.0,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,35.0,2,2,1
0,0,29,28,904,32501,0.0,1113791C,2023-06-08,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,34.0,5,5,2
1,1,35,38,685,33124,0.0,1117188C,2023-03-01,15.0,50.0,28.75,4,4,4,1,0,0,1,0,0,0,0,0,0,12.0,50.0,22.4,15,15,4
1,1,35,38,685,33124,0.0,1117188C,2023-05-15,15.0,50.0,26.0,5,5,4,1,0,0,1,0,0,0,0,0,0,12.0,50.0,21.94,16,16,4
1,1,35,38,685,33124,0.0,1117188C,2023-02-11,15.0,50.0,30.0,3,3,3,1,0,0,1,0,0,0,0,0,0,12.0,50.0,22.21,14,14,4
1,1,35,38,685,33124,0.0,1117188C,2022-12-16,50.0,50.0,50.0,1,1,1,1,0,0,1,0,0,0,0,0,0,12.0,50.0,22.58,12,12,4
1,1,35,38,685,33124,0.0,1117188C,2023-01-21,25.0,50.0,37.5,2,2,2,1,0,0,1,0,0,0,0,0,0,12.0,50.0,22.77,13,13,4
0,0,50,49,4598,37375,0.0,1125936C,2021-02-19,35.0,50.0,42.5,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,50.0,42.5,2,2,1
0,0,23,16,2549,32224,0.0,1126033C,2020-08-24,35.0,50.0,45.0,3,3,1,1,0,0,0,0,0,0,0,0,0,35.0,50.0,46.25,4,4,1
0,0,23,16,2549,32224,0.0,1126033C,2020-05-05,35.0,50.0,42.5,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,50.0,45.0,3,3,1
0,0,23,16,2549,32224,0.0,1126033C,2019-10-16,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,50.0,42.5,2,2,1
0,0,23,16,2549,32224,0.0,1126033C,2022-03-15,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,50.0,47.5,6,6,1
0,0,23,16,2549,32224,0.0,1126033C,2020-12-31,50.0,50.0,50.0,3,3,1,1,0,0,0,0,0,0,0,0,0,35.0,50.0,47.0,5,5,1
0,0,30,40,4477,36707,0.0,1126518C,2020-08-27,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,35.0,2,2,1
1,0,35,38,853,32042,0.0,1132798C,2020-02-07,35.0,50.0,42.5,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,50.0,42.5,2,2,1
1,0,45,37,4408,37279,0.0,1135255C,2019-07-30,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,29.44,9,9,4
1,1,45,37,4481,36224,0.0,1135418C,2019-09-08,35.0,50.0,42.5,2,2,1,1,0,0,1,0,0,0,0,0,0,35.0,50.0,42.5,2,2,1
1,0,51,50,4097,36858,0.0,1135488C,2020-06-01,20.0,50.0,35.0,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,35.0,2,2,1
1,1,50,49,4747,37414,0.0,1135549C,2019-01-16,5.0,36.0,8.88,8,7,5,1,0,0,1,0,0,0,0,0,0,5.0,50.0,18.92,13,8,5
1,1,50,49,4747,37414,0.0,1135549C,2019-02-19,5.0,36.0,8.44,9,8,6,1,0,0,1,0,0,0,0,0,0,5.0,50.0,17.93,14,9,6
0,0,35,38,3392,36845,0.0,1136424C,2020-09-24,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,35.0,2,2,1
0,0,51,50,4604,37153,0.0,1136544C,2022-03-28,25.0,50.0,37.5,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,31.67,6,6,1
0,0,51,50,4604,37153,0.0,1136544C,2023-11-15,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,34.29,7,7,1
0,0,51,50,3409,35639,0.0,1138570C,2022-06-23,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,50.0,40.0,3,3,1
1,0,51,50,2773,34591,0.0,1139637C,2024-02-07,50.0,50.0,50.0,2,2,1,1,0,0,1,0,0,0,0,0,0,35.0,50.0,47.0,5,5,1
1,0,41,32,4491,35614,0.0,1143812C,2022-12-28,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,50.0,23.75,4,4,2
1,0,41,32,4491,35614,0.0,1143812C,2023-12-28,50.0,50.0,50.0,2,2,1,1,0,0,0,0,0,0,0,0,0,10.0,50.0,29.0,5,5,2
0,0,46,44,1820,33937,0.0,1145139C,2020-06-25,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,31.67,3,3,1
0,1,50,49,3442,35635,0.0,1145936C,2022-04-01,50.0,50.0,50.0,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,50.0,42.5,4,4,1
0,1,50,49,3442,35635,0.0,1145936C,2021-12-01,35.0,50.0,42.5,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,50.0,40.0,3,3,1
0,0,33,41,4488,33688,0.0,1146399C,2023-09-20,50.0,50.0,50.0,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,37.5,6,6,1
0,0,33,41,4488,33688,0.0,1146399C,2023-05-23,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,35.0,5,5,1
0,0,33,41,4488,33688,0.0,1146399C,2024-01-30,50.0,50.0,50.0,3,3,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,39.29,7,7,1
0,0,33,41,4488,33688,0.0,1146399C,2020-09-15,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,31.25,4,4,1
1,0,35,38,3175,35025,0.0,1146435C,2019-08-27,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,19.0,50.0,32.0,10,9,5
0,0,32,27,1989,35867,0.0,1148875C,2020-10-05,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,50.0,20.0,4,1,1
0,0,33,41,3852,34097,0.0,1149692C,2021-02-18,40.0,50.0,45.0,2,2,1,1,0,0,0,0,0,0,0,0,0,40.0,50.0,45.0,2,2,1
1,1,48,46,2874,36152,0.0,1150684C,2021-12-31,10.0,50.0,14.44,9,7,5,1,0,0,1,0,0,0,0,0,0,10.0,50.0,12.22,18,12,5
1,0,50,49,3230,35986,0.0,1153669C,2020-10-20,35.0,50.0,47.86,7,4,3,1,0,0,1,0,0,0,0,0,0,35.0,50.0,47.86,7,4,3
1,0,50,49,3230,35986,0.0,1153669C,2020-11-01,35.0,50.0,48.33,9,5,4,1,0,0,1,0,0,0,0,0,0,35.0,50.0,48.33,9,5,4
0,0,42,31,1284,37376,0.0,1157182C,2022-02-22,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,50.0,37.5,2,2,1
0,0,42,31,4483,36207,0.0,1172079C,2023-01-13,50.0,50.0,50.0,2,1,1,1,0,0,0,0,0,0,0,0,0,25.0,50.0,43.75,4,3,1
0,0,42,31,4483,36207,0.0,1172079C,2023-01-13,50.0,50.0,50.0,2,1,1,1,0,0,0,0,0,0,0,0,0,25.0,50.0,43.75,4,3,1
0,0,42,31,4483,36207,0.0,1172079C,2021-12-27,25.0,50.0,37.5,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,50.0,37.5,2,2,1
1,1,47,47,4708,35731,0.0,1189178C,2022-06-28,8.0,25.0,16.5,2,2,2,1,0,0,1,0,0,0,0,0,0,8.0,50.0,22.75,4,4,2
1,0,47,47,797,32069,0.0,1193425C,2023-06-01,25.0,50.0,37.5,2,2,1,1,0,0,1,0,0,0,0,0,0,25.0,50.0,33.33,3,3,1
1,0,45,37,4751,36831,0.0,1209731C,2022-06-28,10.0,50.0,23.75,4,4,5,1,0,0,1,0,0,0,0,0,0,5.0,50.0,12.5,22,18,6
1,0,50,49,4192,35226,0.0,1211347C,2021-09-22,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,35.0,50.0,42.5,2,2,1
1,0,50,49,4192,35226,0.0,1211347C,2021-12-16,50.0,50.0,50.0,2,2,1,1,0,0,0,0,0,0,0,0,0,35.0,50.0,45.0,3,3,1
0,1,42,31,4270,35418,0.0,1273285C,2021-02-26,25.0,50.0,37.5,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,50.0,30.0,5,5,1
0,1,42,31,4270,35418,0.0,1273285C,2022-06-23,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,50.0,29.17,6,6,1
1,0,43,43,1657,36412,0.0,1283264C,2019-08-12,50.0,50.0,50.0,2,2,1,1,0,0,0,0,0,0,0,0,0,40.0,50.0,46.67,3,3,1
1,0,43,43,1657,36412,0.0,1283264C,2019-03-06,40.0,50.0,45.0,2,2,1,1,0,0,0,0,0,0,0,0,0,40.0,50.0,45.0,2,2,1
0,0,35,38,4693,37037,0.0,1289376C,2021-10-14,50.0,50.0,50.0,1,1,1,1,0,0,0,0,0,0,0,0,0,15.0,50.0,28.57,14,14,1
0,0,39,35,4585,36620,0.0,1317422C,2022-07-13,25.0,50.0,37.5,2,2,1,1,0,0,0,0,0,0,0,0,0,20.0,50.0,30.0,4,4,1
1,0,22,14,2008,30099,0.0,1663683C,2023-09-22,35.0,50.0,42.5,2,2,1,1,0,0,1,0,0,0,0,0,0,35.0,50.0,40.0,3,3,1
1,0,22,14,2008,30099,0.0,1663683C,2023-09-28,19.0,50.0,34.67,3,2,1,1,0,0,1,0,0,0,0,0,0,19.0,50.0,34.75,4,3,1
1,1,51,50,3343,35873,0.0,317933C,2021-12-31,5.0,5.0,5.0,1,1,1,1,0,0,0,0,0,0,0,0,0,5.0,45.0,9.63,27,26,12
1,0,44,51,631,29095,0.0,1135004C,2020-09-03,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,45.0,29.5,20,19,12
1,0,49,45,331,28145,0.0,356136C,2022-06-27,38.0,38.0,38.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,40.0,29.0,7,7,1
0,0,43,43,4204,35631,0.0,662115C,2024-02-29,25.0,25.0,25.0,1,1,1,1,0,0,1,0,0,0,0,0,0,25.0,40.0,33.75,4,4,1
0,0,31,21,4785,37130,0.0,666339C,2019-02-25,25.0,40.0,35.0,3,3,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,25.38,13,13,2
1,0,46,44,3741,36541,0.0,667839C,2019-03-15,40.0,40.0,40.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,40.0,28.75,4,4,2
1,0,25,19,3606,34022,0.0,669889C,2019-04-18,35.0,40.0,37.5,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,40.0,33.33,3,3,1
0,0,50,49,1954,34790,0.0,680682C,2019-08-05,20.0,20.0,20.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,27.86,6,6,1
0,0,50,49,1954,34790,0.0,680682C,2021-03-09,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,27.45,7,7,1
0,0,39,35,4339,36373,0.0,683847C,2020-09-21,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,40.0,20.71,7,7,1
0,0,51,50,2840,34726,0.0,777989C,2020-06-22,40.0,40.0,40.0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.0,40.0,36.25,4,4,1
0,0,34,36,1251,33541,0.0,815487C,2021-05-07,25.0,40.0,32.5,2,2,1,1,0,0,0,0,0,0,0,0,0,10.0,40.0,22.5,6,6,2
0,0,50,49,3139,31895,0.0,822983C,2020-10-16,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,40.0,26.33,15,15,1
0,0,50,49,3139,31895,0.0,822983C,2022-10-21,25.0,25.0,25.0,1,1,1,1,0,0,0,0,0,0,0,0,0,10.0,40.0,26.25,16,16,1
1,1,33,41,3111,34302,0.0,883621C,2019-02-27,35.0,40.0,36.67,3,3,1,1,0,0,1,0,0,0,0,0,0,35.0,40.0,36.0,5,5,1
0,0,51,50,4388,36945,0.0,899049C,2021-05-07,20.0,20.0,20.0,1,1,1,1,0,0,0,0,0,0,0,0,0,5.0,40.0,16.57,14,10,1
1,0,34,36,1100,32044,0.0,966194C,2019-12-12,25.0,40.0,32.5,2,2,1,1,0,0,0,0,0,0,0,0,0,10.0,40.0,22.59,29,26,3
0,0,50,49,4149,35506,0.0,968339C,2021-12-30,40.0,40.0,40.0,2,2,1,1,0,0,0,0,0,0,0,0,0,25.0,40.0,31.0,5,5,1
0,0,29,28,3293,36908,0.0,972739C,2020-10-08,15.0,40.0,23.33,3,3,1,1,0,0,0,0,0,0,0,0,0,15.0,40.0,23.5,10,10,2
0,0,49,45,2490,33831,0.0,973367C,2019-10-17,35.0,35.0,35.0,1,1,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,30.71,7,7,2
0,0,49,45,2490,33831,0.0,973367C,2020-06-16,35.0,40.0,36.67,3,3,1,1,0,0,0,0,0,0,0,0,0,20.0,40.0,32.22,9,9,2
